,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Label
656,Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Misc,Konami Digital Entertainment,1.16,0.91,0.0,0.3,2.38,Yu-Gi-Oh! Duelists Roses
657,Madden NFL 08,X360,2007,Sports,Electronic Arts,2.18,0.01,0.0,0.18,2.37,Madden NFL 08
658,Half-Life 2,PC,2004,Shooter,Vivendi Games,2.28,0.02,0.08,0.0,2.37,Half-Life
659,The Incredibles,PS2,2004,Action,THQ,0.96,1.08,0.04,0.3,2.37,Incredibles
660,Tony Hawk's Underground 2,PS2,2004,Sports,Activision,1.25,0.86,0.01,0.26,2.37,Tony Hawk's Underground
661,Madden NFL 10,PS3,2009,Sports,Electronic Arts,2.03,0.13,0.0,0.21,2.37,Madden NFL 10
662,Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios,1.38,0.74,0.02,0.22,2.36,Kinect Sports: Season Two
663,Kirby's Dream Land 2,GB,1995,Platform,Nintendo,0.69,0.14,1.48,0.05,2.36,Kirby's Dream Land
664,LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment,1.07,1.05,0.0,0.23,2.35,LEGO Harry Potter: Years 1-4
665,Donkey Kong Land II,GB,1996,Platform,Nintendo,1.39,0.48,0.4,0.08,2.35,Donkey Kong Land II
666,Dragon Warrior Monsters,GB,1998,Role-Playing,Eidos Interactive,0.0,0.0,2.34,0.01,2.35,Dragon Warrior Monsters
667,Midnight Club: Los Angeles,X360,2008,Racing,Take-Two Interactive,1.68,0.46,0.01,0.2,2.35,Midnight Club: Los Angeles
668,Skylanders SWAP Force,Wii,2013,Platform,Activision,1.32,0.83,0.0,0.2,2.34,Skylanders SWAP Force
669,WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ,0.92,0.0,0.01,1.41,2.34,WWE SmackDown vs Raw 2008
670,My Fitness Coach,Wii,2008,Sports,Ubisoft,1.2,0.9,0.0,0.24,2.34,My Fitness Coach
671,Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom,1.08,0.7,0.34,0.21,2.34,Resident Evil Code: Veronica
672,The Sims 3,X360,2010,Simulation,Electronic Arts,1.27,0.86,0.0,0.2,2.33,Sims
673,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo,1.14,0.54,0.47,0.17,2.32,Legend Zelda: Majora's Mask 3D
674,NBA 2K16,XOne,2015,Sports,Take-Two Interactive,1.93,0.14,0.0,0.24,2.32,NBA 2K16
675,Just Dance Kids,Wii,2010,Misc,Ubisoft,1.57,0.56,0.0,0.19,2.32,Just Dance Kids
676,Mario Tennis,N64,2000,Sports,Nintendo,0.78,0.4,1.06,0.07,2.32,Mario Tennis
677,Grand Theft Auto,PS,1997,Action,Take-Two Interactive,0.79,1.35,0.04,0.14,2.32,Grand Theft Auto
678,James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts,0.85,1.06,0.09,0.32,2.31,James Bond 007: Everything or Nothing
679,WarioWare Touched!,DS,2004,Puzzle,Nintendo,0.52,0.45,1.21,0.13,2.31,WarioWare Touched!
680,Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts,1.58,0.64,0.0,0.09,2.31,Need For Speed: High Stakes
681,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,0.28,0.0,2.02,0.01,2.31,Chrono Trigger
682,Cool Boarders 3,PS,1998,Sports,989 Studios,1.65,0.46,0.1,0.1,2.31,Cool Boarders
683,LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment,1.24,0.85,0.0,0.21,2.3,LEGO Marvel Heroes
684,Guild Wars 2,PC,2012,Action,NCSoft,0.95,1.06,0.0,0.29,2.3,Guild Wars
685,Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo,0.95,0.54,0.62,0.18,2.3,Pokemon Ranger: Shadows Almia
686,Dead Island,PS3,2011,Action,Deep Silver,1.08,0.75,0.15,0.31,2.29,Dead Island
687,Tomb Raider II,PC,1997,Action,Eidos Interactive,0.91,1.25,0.0,0.13,2.29,Tomb Raider II
688,God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment,1.23,0.68,0.04,0.34,2.29,God War: Ascension
689,Need for Speed Underground 2,XB,2004,Racing,Electronic Arts,1.38,0.8,0.0,0.1,2.28,Need for Speed Underground
690,Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment,0.3,1.27,0.46,0.26,2.28,Pro Evolution Soccer 2010
691,Just Dance 2015,Wii,2014,Misc,Ubisoft,1.11,0.98,0.0,0.2,2.28,Just Dance 2015
692,Yokai Watch Busters,3DS,2015,Action,Level 5,0.0,0.0,2.28,0.0,2.28,Yokai Watch Busters
693,Mario Bros.,NES,1983,Platform,Nintendo,0.51,0.12,1.63,0.02,2.28,Mario Bros.
694,FIFA Soccer 09,PS2,2008,Sports,Electronic Arts,0.38,0.07,0.01,1.82,2.28,FIFA Soccer 09
695,Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts,1.01,0.9,0.0,0.37,2.28,Star Wars: Force Unleashed
696,Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,1.05,0.77,0.1,0.36,2.28,Borderlands
697,TOCA Touring Car Championship,PS,1997,Racing,Codemasters,0.07,2.0,0.02,0.18,2.28,TOCA Touring Car Championship
698,Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo,1.12,0.39,0.64,0.12,2.27,Paper Mario: Sticker Star
699,Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega,1.34,0.62,0.0,0.31,2.27,Sonic's Ultimate Genesis Collection
700,Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,1.07,0.92,0.04,0.24,2.27,Monkey Ball: Banana Blitz
701,Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo,1.22,0.1,0.91,0.04,2.27,Kirby: Nightmare in Dream Land
702,Wario Land 4,GBA,2001,Platform,Nintendo,0.9,0.73,0.54,0.09,2.26,Wario Land
703,Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,1.4,0.54,0.02,0.3,2.26,Guitar Hero III: Legends Rock
704,Resident Evil 4,Wii,2007,Action,Capcom,1.34,0.57,0.14,0.21,2.26,Resident Evil
705,Minecraft,PSV,2014,Misc,Sony Computer Entertainment Europe,0.28,0.79,0.87,0.32,2.25,Minecraft
706,Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,Capcom,0.62,0.44,1.06,0.13,2.25,Onimusha 2: Samurai's Destiny
707,Cool Boarders 2,PS,1997,Sports,UEP Systems,1.52,0.46,0.2,0.08,2.25,Cool Boarders
708,Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25,Paper Mario: Thousand-Year Door
709,Madden NFL 12,PS3,2011,Sports,Electronic Arts,1.93,0.15,0.0,0.17,2.25,Madden NFL 12
710,Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,0.67,0.41,1.05,0.11,2.25,Monster Hunter Tri
711,Dissidia: Final Fantasy,PSP,2008,Fighting,Square Enix,0.51,0.51,0.91,0.32,2.25,Dissidia: Final Fantasy
712,Sonic Advance,GBA,2001,Platform,Sega,1.19,0.71,0.22,0.13,2.24,Sonic Advance
713,Spyro: Season of Ice,GBA,2001,Platform,Vivendi Games,1.29,0.83,0.0,0.11,2.23,Spyro: Season Ice
714,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,Konami Digital Entertainment,1.74,0.25,0.21,0.03,2.23,Teenage Mutant Ninja Turtles II: Arcade
715,LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision,1.42,0.61,0.0,0.21,2.23,LEGO Indiana Jones: Original Adventures
716,Dance Dance Revolution X2,PS2,2009,Simulation,Konami Digital Entertainment,1.09,0.85,0.0,0.28,2.23,Dance Dance Revolution X2
717,New Super Luigi U,WiiU,2013,Platform,Nintendo,1.27,0.62,0.18,0.16,2.22,New Luigi
718,Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft,0.88,1.03,0.0,0.31,2.22,Prince Persia: Sands Time
719,Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,1.71,0.32,0.02,0.18,2.22,Scribblenauts
720,The Legend of Zelda: Link's Awakening DX,GB,1998,Adventure,Nintendo,1.0,0.63,0.45,0.13,2.22,Legend Zelda: Link's Awakening DX
721,Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts,1.03,0.98,0.0,0.21,2.22,Need for Speed: Hot Pursuit
722,BioShock 2,X360,2010,Shooter,Take-Two Interactive,1.45,0.55,0.02,0.19,2.21,BioShock
723,Assassin's Creed IV: Black Flag,XOne,2013,Action,Ubisoft,1.47,0.55,0.0,0.19,2.21,Assassin's Creed IV: Black Flag
724,Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,Capcom,1.06,0.82,0.05,0.28,2.21,Devil May Cry 3: Dante's Awakening Special Edition
725,Rock Band 2,X360,2008,Misc,Electronic Arts,1.78,0.24,0.0,0.18,2.2,Rock Band
726,Frogger,2600,1981,Action,Parker Bros.,2.06,0.12,0.0,0.02,2.2,Frogger
727,Guitar Hero II,X360,2007,Misc,Activision,2.01,0.02,0.0,0.17,2.2,Guitar Hero II
728,Wario Land 3,GB,2000,Platform,Nintendo,1.11,0.51,0.34,0.23,2.2,Wario Land
729,Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai Games,0.15,0.0,2.05,0.0,2.2,Pro Yakyuu Family Stadium
730,Sonic Unleashed,Wii,2008,Platform,Sega,1.28,0.68,0.02,0.21,2.2,Sonic Unleashed
731,High School Musical: Makin' the Cut!,DS,2007,Puzzle,Disney Interactive Studios,1.06,0.91,0.0,0.23,2.2,High School Musical: Makin' Cut!
732,Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment,0.34,0.97,0.55,0.33,2.19,Pro Evolution Soccer 2012
733,Saints Row,X360,2006,Action,THQ,1.17,0.78,0.02,0.22,2.19,Saints Row
734,Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision,1.68,0.44,0.0,0.08,2.19,Star Wars: Knights Old Republic
735,Kirby's Pinball Land,GB,1992,Misc,Nintendo,0.87,0.17,1.1,0.05,2.19,Kirby's Pinball Land
736,Donkey Kong Country,GB,2000,Platform,Nintendo,1.04,0.72,0.3,0.13,2.19,Donkey Kong Country
737,Hitman: Absolution,PS3,2012,Action,Square Enix,0.59,1.07,0.07,0.45,2.19,Hitman: Absolution
738,Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,Konami Digital Entertainment,0.0,0.0,2.17,0.01,2.18,Yu-Gi-Oh: Duel Monsters
739,ATV Offroad Fury 2,PS2,2002,Racing,THQ,1.92,0.2,0.0,0.06,2.18,ATV Offroad Fury
740,Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios,1.21,0.78,0.01,0.17,2.18,Forza Motorsport
741,Madden NFL 25,X360,2013,Sports,Electronic Arts,1.97,0.07,0.0,0.13,2.18,Madden NFL 25
742,Pokemon Ranger,DS,2006,Role-Playing,Nintendo,1.29,0.04,0.73,0.12,2.18,Pokemon Ranger
743,Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,Nintendo,1.48,0.17,0.47,0.06,2.17,Mario Luigi: Superstar Saga
744,Final Fantasy XIII,X360,2010,Role-Playing,Square Enix,1.27,0.68,0.01,0.2,2.17,Final Fantasy XIII
745,Star Wars: Rogue Squadron,N64,1998,Simulation,Nintendo,1.6,0.46,0.08,0.03,2.17,Star Wars: Rogue Squadron
746,Tennis,NES,1984,Sports,Nintendo,0.48,0.11,1.56,0.02,2.17,Tennis
747,The Sims: House Party,PC,2001,Simulation,Electronic Arts,1.23,0.83,0.0,0.1,2.16,Sims: House Party
748,Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft,1.51,0.47,0.0,0.18,2.16,Your Shape featuring Jenny McCarthy
749,Syphon Filter 2,PS,2000,Shooter,Sony Computer Entertainment,1.5,0.55,0.02,0.08,2.15,Syphon Filter
750,Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft,0.54,1.16,0.13,0.32,2.15,Tom Clancy's Rainbow Six: Siege
751,Volleyball,NES,1987,Sports,Nintendo,0.14,0.03,1.98,0.0,2.15,Volleyball
752,FIFA 15,XOne,2014,Sports,Electronic Arts,0.6,1.41,0.0,0.14,2.15,FIFA 15
753,Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision,0.52,1.03,0.0,0.59,2.14,Call Duty: Roads to Victory
754,Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,Nintendo,0.66,0.0,1.45,0.03,2.14,Mario RPG: Legend Seven Stars
755,Mahjong,NES,1983,Misc,Nintendo,0.01,0.0,2.13,0.0,2.14,Mahjong
756,R.C. Pro-Am,NES,1988,Racing,Nintendo,1.47,0.38,0.19,0.1,2.14,R.C. Pro-Am
757,SimCity 2000,PC,1992,Simulation,Maxis,1.2,0.84,0.0,0.1,2.14,SimCity 2000
758,Demon Attack,2600,1981,Shooter,Imagic,1.99,0.12,0.0,0.02,2.13,Demon Attack
759,Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami Digital Entertainment,1.04,0.81,0.0,0.27,2.13,Dance Dance Revolution Extreme
760,Tetris DS,DS,2006,Puzzle,Nintendo,0.64,0.07,1.35,0.08,2.13,Tetris DS
761,Final Fantasy Tactics Advance,GBA,2003,Role-Playing,SquareSoft,0.82,0.37,0.89,0.05,2.13,Final Fantasy Tactics Advance
762,Far Cry: Primal,PS4,2016,Action,Ubisoft,0.59,1.16,0.06,0.33,2.13,Far Cry: Primal
763,Toy Story 3: The Video Game,DS,2010,Action,Disney Interactive Studios,0.93,0.97,0.02,0.21,2.12,Toy Story 3:
764,Final Fantasy III,DS,2006,Role-Playing,Square Enix,0.91,0.05,1.07,0.09,2.12,Final Fantasy III
765,Kirby's Epic Yarn,Wii,2010,Platform,Nintendo,1.47,0.09,0.45,0.11,2.12,Kirby's Epic Yarn
766,Project Gotham Racing,XB,2001,Racing,Microsoft Game Studios,1.37,0.61,0.05,0.09,2.12,Project Gotham Racing
767,Golf,GB,1989,Sports,Nintendo,0.83,0.33,0.92,0.04,2.12,Golf
768,NBA 2K12,PS3,2011,Sports,Take-Two Interactive,1.61,0.27,0.05,0.18,2.11,NBA 2K12
769,Borderlands,PS3,2009,Shooter,Take-Two Interactive,1.2,0.62,0.0,0.29,2.11,Borderlands
770,Tony Hawk's Pro Skater,N64,2000,Sports,Activision,1.68,0.4,0.0,0.03,2.11,Tony Hawk's Pro Skater
771,PES 2009: Pro Evolution Soccer,PS3,2008,Sports,Konami Digital Entertainment,0.11,1.34,0.4,0.26,2.11,PES 2009: Pro Evolution Soccer
772,Need for Speed: Hot Pursuit 2,PS2,2002,Racing,Electronic Arts,1.68,0.31,0.02,0.09,2.11,Need for Speed: Hot Pursuit
773,Mario Sports Mix,Wii,2010,Sports,Nintendo,0.9,0.45,0.63,0.13,2.11,Mario Sports Mix
774,Dynasty Warriors 4,PS2,2003,Action,Tecmo Koei,0.63,0.21,1.13,0.13,2.11,Dynasty Warriors
775,Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment,1.63,0.33,0.0,0.15,2.11,Mortal Kombat
776,Parasite Eve,PS,1998,Role-Playing,SquareSoft,0.94,0.07,1.05,0.04,2.1,Parasite Eve
777,Scooby-Doo! Night of 100 Frights,PS2,2002,Platform,THQ,1.17,0.72,0.0,0.22,2.1,Scooby-Doo! Night 100 Frights
778,Project Gotham Racing (JP weekly sales),XB,2002,Action,Microsoft Game Studios,1.54,0.44,0.04,0.07,2.1,Project Gotham Racing (JP weekly sales)
779,Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,Electronic Arts,1.77,0.13,0.02,0.18,2.1,Need for Speed: Most Wanted 5-1-0
780,Portal 2,X360,2011,Shooter,Valve Software,1.41,0.51,0.01,0.17,2.1,Portal
781,Devil May Cry 3: Dante's Awakening,PS2,2005,Action,Capcom,0.99,0.63,0.29,0.19,2.09,Devil May Cry 3: Dante's Awakening
782,Derby Stallion,PS,1997,Sports,ASCII Entertainment,0.0,0.0,1.96,0.14,2.09,Derby Stallion
783,Dead Rising,X360,2006,Action,Capcom,1.16,0.65,0.08,0.2,2.09,Dead Rising
784,Finding Nemo,PS2,2003,Action,THQ,1.26,0.6,0.05,0.18,2.09,Finding Nemo
785,NBA 2K11,X360,2010,Action,Take-Two Interactive,1.84,0.12,0.01,0.13,2.09,NBA 2K11
786,Wipeout: The Game,Wii,2009,Misc,Mindscape,1.97,0.0,0.0,0.12,2.09,Wipeout:
787,The Sims 2: Pets,DS,2006,Simulation,Electronic Arts,0.92,0.94,0.0,0.22,2.09,Sims 2: Pets
788,Battlefield: Hardline,PS4,2015,Shooter,Electronic Arts,0.7,0.93,0.14,0.32,2.09,Battlefield: Hardline
789,Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment,0.46,0.42,0.96,0.25,2.09,Metal Gear Solid: Peace Walker
790,World of Warcraft: Cataclysm,PC,2010,Role-Playing,Activision,1.77,0.32,0.0,0.0,2.08,Warcraft: Cataclysm
791,Tetris Worlds,PS2,2002,Puzzle,THQ,1.11,0.71,0.0,0.27,2.08,Tetris Worlds
792,Need For Speed: Undercover,PS3,2008,Racing,Electronic Arts,0.63,1.02,0.05,0.39,2.08,Need For Speed: Undercover
793,Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,Konami Digital Entertainment,1.36,0.52,0.0,0.2,2.08,Dance Dance Revolution: Hottest Party
794,Mario Party 5,GC,2003,Misc,Nintendo,0.97,0.33,0.73,0.06,2.08,Mario Party
795,Ghostbusters: The Video Game (DS Version),PS3,2010,Action,Take-Two Interactive,0.59,0.99,0.13,0.36,2.08,Ghostbusters: (DS Version)
796,Sim Theme Park,PC,1998,Strategy,Electronic Arts,2.04,0.04,0.0,0.0,2.08,Sim Theme Park
797,Warcraft: Orcs & Humans,PC,1994,Strategy,Activision,0.89,1.08,0.0,0.11,2.08,Warcraft: Orcs Humans
798,Skate 3,PS3,2010,Sports,Electronic Arts,0.79,0.94,0.0,0.35,2.08,Skate
799,Spec Ops: Airborne Commando,PS,2002,Shooter,Take-Two Interactive,1.54,0.46,0.0,0.08,2.07,Spec Ops: Airborne Commando
800,Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,Square Enix,0.63,0.42,0.75,0.26,2.07,Kingdom Hearts: Birth by Sleep
801,UFC 2009 Undisputed,X360,2009,Fighting,THQ,1.48,0.39,0.0,0.19,2.07,UFC 2009 Undisputed
802,Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,0.75,0.54,0.54,0.23,2.07,Dark Souls
803,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2001,Strategy,Konami Digital Entertainment,1.64,0.36,0.0,0.07,2.07,Yu-Gi-Oh! Eternal Duelist Soul
804,Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts,1.04,0.8,0.01,0.22,2.06,Need for Speed: ProStreet
805,The Sims 3,PS3,2010,Simulation,Electronic Arts,0.73,0.97,0.02,0.34,2.06,Sims
806,Tom Clancy's Splinter Cell: Conviction,X360,2010,Action,Ubisoft,1.2,0.63,0.04,0.19,2.06,Tom Clancy's Splinter Cell: Conviction
807,Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005,Role-Playing,Nintendo,0.71,0.52,0.74,0.08,2.06,Pokemon Mystery Dungeon: Red/Blue Rescue Team
808,The Incredibles,GBA,2004,Action,THQ,1.15,0.77,0.04,0.1,2.06,Incredibles
809,R4: Ridge Racer Type 4,PS,1998,Racing,Namco Bandai Games,0.68,0.46,0.79,0.13,2.06,R4: Ridge Racer Type
810,SoulCalibur II,PS2,2003,Fighting,Namco Bandai Games,1.06,0.62,0.13,0.25,2.06,SoulCalibur II
811,Mario & Luigi: Dream Team,3DS,2013,Role-Playing,Nintendo,0.89,0.57,0.46,0.13,2.06,Mario Luigi: Dream Team
812,Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,0.73,0.92,0.04,0.37,2.05,Need for Speed: ProStreet
813,Carnival Games,DS,2008,Misc,Take-Two Interactive,1.23,0.64,0.0,0.19,2.05,Carnival Games
814,NBA 2K14,PS3,2013,Sports,Take-Two Interactive,1.43,0.33,0.04,0.25,2.05,NBA 2K14
815,Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Nintendo,1.16,0.06,0.83,0.0,2.05,Pokémon Mystery Dungeon: Blue Rescue Team
816,Sonic Mega Collection,GC,2002,Misc,Infogrames,1.47,0.48,0.05,0.06,2.05,Sonic Mega Collection
817,Diablo III,PS3,2013,Role-Playing,Activision,0.71,0.83,0.15,0.35,2.05,Diablo III
818,NBA Jam,GEN,1992,Sports,Arena Entertainment,1.75,0.25,0.0,0.05,2.05,NBA Jam
819,PGR4 - Project Gotham Racing 4,X360,2007,Racing,Microsoft Game Studios,0.48,1.29,0.02,0.25,2.05,PGR4 Project Gotham Racing
820,Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,Square Enix,1.11,0.27,0.53,0.14,2.04,Kingdom Hearts 358/2 Days
821,Dance Central 2,X360,2011,Misc,Microsoft Game Studios,1.45,0.42,0.01,0.16,2.04,Dance Central
822,Rayman Raving Rabbids: TV Party,Wii,2008,Misc,Ubisoft,0.73,1.09,0.0,0.23,2.04,Rayman Raving Rabbids: TV Party
823,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,Sony Computer Entertainment,1.74,0.02,0.0,0.28,2.04,SOCOM: U.S. Navy SEALs: Combined Assault
824,Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,Ubisoft,0.71,1.02,0.0,0.31,2.04,Peter Jackson's King Kong: Official Movie
825,Donkey Kong Country,GBA,2003,Platform,Nintendo,1.2,0.48,0.29,0.07,2.04,Donkey Kong Country
826,Need for Speed: The Run,PS3,2011,Action,Electronic Arts,0.58,1.06,0.03,0.37,2.04,Need for Speed: Run
827,Madden NFL 15,PS4,2014,Sports,Electronic Arts,1.53,0.25,0.0,0.25,2.03,Madden NFL 15
828,1080°: TenEighty Snowboarding,N64,1998,Sports,Nintendo,1.25,0.61,0.13,0.05,2.03,1080°: TenEighty Snowboarding
829,Just Dance 3,X360,2011,Misc,Ubisoft,1.47,0.4,0.0,0.16,2.03,Just Dance
830,NBA Live 2004,PS2,2003,Sports,Electronic Arts,1.57,0.18,0.0,0.27,2.03,NBA Live 2004
831,Dead Space,PS3,2008,Action,Electronic Arts,1.05,0.67,0.0,0.3,2.02,Dead Space
832,Call of Duty 2,X360,2005,Shooter,Activision,1.81,0.05,0.01,0.15,2.02,Call Duty
833,Madden NFL 15,X360,2014,Sports,Electronic Arts,1.76,0.09,0.0,0.17,2.02,Madden NFL 15
834,Forza Horizon,X360,2012,Racing,Microsoft Game Studios,0.82,0.98,0.04,0.18,2.02,Forza Horizon
835,TouchMaster,DS,2007,Puzzle,Midway Games,0.49,1.27,0.0,0.25,2.01,TouchMaster
836,Tom Clancy's The Division,XOne,2016,Shooter,Ubisoft,1.2,0.62,0.0,0.18,2.01,Tom Clancy's Division
837,LEGO Marvel Super Heroes,PS3,2013,Action,Warner Bros. Interactive Entertainment,0.77,0.85,0.01,0.37,2.0,LEGO Marvel Heroes
838,Fire Emblem: Awakening,3DS,2012,Role-Playing,Nintendo,0.89,0.45,0.53,0.13,2.0,Fire Emblem: Awakening
839,DriveClub,PS4,2014,Racing,Sony Computer Entertainment,0.35,1.31,0.02,0.33,2.0,DriveClub
840,Super Street Fighter II,SNES,1993,Fighting,Nintendo,0.52,0.16,1.29,0.03,2.0,Street Fighter II
841,Mortal Kombat vs. DC Universe,PS3,2008,Fighting,Midway Games,1.48,0.3,0.0,0.22,2.0,Mortal Kombat vs. DC Universe
842,Tenchu: Stealth Assassins,PS,1997,Action,Activision,0.95,0.64,0.27,0.13,1.99,Tenchu: Stealth Assassins
843,Tennis,GB,1989,Sports,Nintendo,0.75,0.3,0.9,0.04,1.99,Tennis
844,Harry Potter and the Chamber of Secrets,GBA,2002,Action,Electronic Arts,1.21,0.64,0.05,0.09,1.99,Harry Potter Chamber Secrets
845,Harry Potter and the Chamber of Secrets,PS,2002,Action,Electronic Arts,0.75,1.09,0.02,0.12,1.98,Harry Potter Chamber Secrets
846,SimCity,SNES,1991,Simulation,Nintendo,0.93,0.27,0.75,0.04,1.98,SimCity
847,Battlefield 4,XOne,2013,Shooter,Electronic Arts,1.25,0.58,0.0,0.16,1.98,Battlefield
848,Resident Evil 6,X360,2012,Shooter,Capcom,1.11,0.63,0.07,0.16,1.98,Resident Evil
849,Dragon Age: Inquisition,PS4,2014,Role-Playing,Electronic Arts,0.72,0.86,0.08,0.32,1.97,Dragon Age: Inquisition
850,Sonic Classic Collection,DS,2010,Platform,Sega,0.99,0.8,0.0,0.18,1.97,Sonic Classic Collection
851,Spyro: Enter the Dragonfly,PS2,2002,Platform,Universal Interactive,0.74,0.95,0.0,0.28,1.97,Spyro: Enter Dragonfly
852,Call of Duty: World at War,Wii,2008,Shooter,Activision,1.2,0.59,0.0,0.19,1.97,Call Duty: at War
853,Devil May Cry 2,PS2,2003,Action,Capcom,0.71,0.58,0.51,0.17,1.97,Devil May Cry
854,Burnout Paradise,PS3,2008,Racing,Electronic Arts,1.01,0.64,0.02,0.3,1.97,Burnout Paradise
855,E.T.: The Extra Terrestrial,2600,1981,Action,Atari,1.84,0.11,0.0,0.02,1.97,E.T.: Extra Terrestrial
856,BioShock Infinite,X360,2013,Shooter,Take-Two Interactive,1.22,0.57,0.02,0.15,1.96,BioShock Infinite
857,Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96,Hot Shots Golf: Open Tee
858,Rad Racer,NES,1986,Racing,Nintendo,1.13,0.37,0.41,0.05,1.96,Rad Racer
859,Soccer,NES,1985,Sports,Nintendo,0.18,0.23,1.53,0.02,1.96,Soccer
860,Kirby Squeak Squad,DS,2006,Platform,Nintendo,0.79,0.03,1.05,0.08,1.96,Kirby Squeak Squad
861,Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,1.09,0.65,0.02,0.2,1.96,Tom Clancy's Rainbow Six: Vegas
862,Destiny,X360,2014,Shooter,Activision,1.3,0.49,0.0,0.16,1.95,Destiny
863,Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,0.74,1.01,0.0,0.2,1.95,Crash Nitro Kart
864,Grand Theft Auto: San Andreas,XB,2005,Action,Take-Two Interactive,1.26,0.61,0.0,0.09,1.95,Grand Theft Auto: San Andreas
865,Star Wars: Dark Forces,PC,1994,Shooter,LucasArts,1.09,0.77,0.0,0.09,1.95,Star Wars: Dark Forces
866,NBA Street Vol. 2,PS2,2003,Sports,Electronic Arts,1.69,0.2,0.0,0.06,1.95,NBA Street Vol.
867,Def Jam Vendetta,PS2,2003,Fighting,Electronic Arts,0.95,0.74,0.0,0.25,1.94,Def Jam Vendetta
868,FIFA Soccer 09,X360,2008,Sports,Electronic Arts,0.49,1.26,0.01,0.18,1.94,FIFA Soccer 09
869,Who wants to be a millionaire,PC,1999,Misc,Disney Interactive Studios,1.94,0.0,0.0,0.0,1.94,Who wants to be millionaire
870,Scooby Doo and the Cyber Chase,PS,2001,Adventure,THQ,0.59,1.23,0.0,0.13,1.94,Scooby Doo Cyber Chase
871,Alleyway,GB,1989,Puzzle,Nintendo,0.96,0.38,0.55,0.05,1.94,Alleyway
